fp	AmpSlo1	AmpNlo1	AmpSNRlo1	AmpSmNlo1	ItcSlo1	ItcNlo1	ItcSNRlo1	ItcSmNlo1	AmpSlo2	AmpNlo2	AmpSNRlo2	AmpSmNlo2	ItcSlo2	ItcNlo2	ItcSNRlo2	ItcSmNlo2	AmpSlo3	AmpNlo3	AmpSNRlo3	AmpSmNlo3	ItcSlo3	ItcNlo3	ItcSNRlo3	ItcSmNlo3	AmpSlo4	AmpNlo4	AmpSNRlo4	AmpSmNlo4	ItcSlo4	ItcNlo4	ItcSNRlo4	ItcSmNlo4	AmpShi1	AmpNhi1	AmpSNRhi1	AmpSmNhi1	ItcShi1	ItcNhi1	ItcSNRhi1	ItcSmNhi1	AmpShi2	AmpNhi2	AmpSNRhi2	AmpSmNhi2	ItcShi2	ItcNhi2	ItcSNRhi2	ItcSmNhi2	AmpShi3	AmpNhi3	AmpSNRhi3	AmpSmNhi3	ItcShi3	ItcNhi3	ItcSNRhi3	ItcSmNhi3	AmpShi4	AmpNhi4	AmpSNRhi4	AmpSmNhi4	ItcShi4	ItcNhi4	ItcSNRhi4	ItcSmNhi4
1	0.10811022443694757	0.07868069303548797	1.3771882133828324	0.029429531401459597	0.11789975668229287	0.09427569105053155	1.2540713909022114	0.023624065631761323	0.048487586353394646	0.08208869004860782	0.5926883093772367	-0.03360110369521317	0.06437677225988651	0.07904361957704131	0.8175014781593459	-0.0146668473171548	0.03880190645907097	0.057863746900861664	0.6706657295744634	-0.01906184044179069	0.03079482305769559	0.08287142000780057	0.37559334650448994	-0.05207659695010498	0.14233323986625485	0.07352224042777877	1.9392742439466453	0.06881099943847607	0.18087963061478562	0.09433934890597906	1.9150256025625296	0.08654028170880657	0.07597943854928685	0.060289834771767026	1.2620260282021483	0.015689603777519823	0.0594984009283974	0.06644595907925699	0.9002186682504507	-0.006947558150859588	0.0404315663895133	0.07085867283214872	0.5717092914120702	-0.030427106442635424	0.11609660469901902	0.08154125711797877	1.43583949851666	0.034555347581040244	0.04652581839841689	0.06399596475286545	0.7259741934058019	-0.01747014635444856	0.13116651587967065	0.07626695576185644	1.7202378819849726	0.05489956011781422	0.13031012871794315	0.050131564122300035	2.6262219503808604	0.08017856459564311	0.1722165965823845	0.06556683839846575	2.6582007316027436	0.10664975818391875
2	0.21354789760001525	0.08874726411525058	2.4187604410052845	0.12480063348476467	0.23458853017351483	0.06983027219157946	3.360471354518763	0.16475825798193539	0.08796526939378523	0.11738708420307975	0.7322341824869598	-0.029421814809294525	0.05349548075784196	0.0880383817142151	0.6100226030494861	-0.03454290095637314	0.05845453783187052	0.08482571718029766	0.6929206922508429	-0.026371179348427143	0.04281774692073577	0.07468374149297527	0.5745380127999864	-0.0318659945722395	0.0753409344773581	0.08336358382592238	0.9068548647493879	-0.008022649348564281	0.05160273300353876	0.08258697978606078	0.6126760266195783	-0.03098424678252202	0.2786014813549355	0.16267869511489125	1.7163395644201795	0.11592278624004426	0.1351420194212567	0.0915626116476945	1.4820777083739112	0.0435794077735622	0.21959625610113165	0.07875983548127383	2.7880283877093572	0.14083642061985782	0.1748141413495254	0.05915508170453081	2.961874310340593	0.11565905964499458	0.10552393993680757	0.12278956279537259	0.8448230212861602	-0.01726562285856502	0.04878577234360989	0.08739609536534557	0.5574302752929285	-0.03861032302173568	0.21243841210589504	0.08985531529447001	2.3606261598887985	0.12258309681142503	0.19018191363020498	0.07739483429374455	2.4641113692370094	0.11278707933646043
3	0.08120329127313802	0.10161311305776305	0.7938908659397443	-0.020409821784625026	0.10675076969955388	0.08168250645061909	1.3183623477355015	0.025068263248934797	0.04920103713259528	0.08154854282936061	0.6027807322919005	-0.03234750569676533	0.0632978806772165	0.08276017824374238	0.7654978643891279	-0.01946229756652587	0.043582687029981526	0.06743180085884885	0.640694236113014	-0.023849113828867327	0.07268831567158045	0.08348053388743099	0.8736240180042756	-0.010792218215850538	0.09954002131912393	0.07720154164395154	1.2894998363832055	0.022338479675172385	0.12228970907482134	0.09062163083446523	1.3530265027044512	0.03166807824035611	0.09777442545556855	0.09102117682463656	1.074425132425611	0.006753248630931991	0.10757721211953206	0.08533086060791326	1.277481157431553	0.0222463515116188	0.01136753604164807	0.06574475097751431	0.17986195861180881	-0.05437721493586624	0.02860753423193961	0.07105144161978116	0.4069538669633235	-0.042443907387841553	0.04781829114470326	0.06600198913823394	0.724957351498678	-0.018183697993530673	0.053234401527515476	0.07262330485323357	0.7270215032260279	-0.01938890332571809	0.02094355332356933	0.07631594061038179	0.2868018922343427	-0.05537238728681246	0.048834488463157716	0.07619994569098532	0.6319278512730538	-0.0273654572278276
4	0.17141560133063005	0.06519504214359147	2.6235331078263835	0.10622055918703859	0.1514425588985661	0.0699221273152186	2.1350245006607302	0.08152043158334749	0.20022659630648637	0.06762958523775864	2.9461022288664425	0.13259701106872773	0.2324415801890607	0.07337153037003352	3.1561912891542443	0.15907004981902717	0.1912745090777685	0.07072923352335678	2.6985490927941767	0.12054527555441172	0.2118534575678735	0.08548327213589077	2.4827821128796974	0.12637018543198272	0.0949034377794584	0.06729812157280252	1.4074808792108564	0.027605316206655878	0.06918745297864518	0.08246843427735379	0.8393412082323077	-0.01328098129870861	0.09801279808096977	0.06605398928775176	1.485905639975561	0.03195880879321801	0.16696623492494034	0.0645931811673664	2.5793046441489045	0.10237305375757394	0.17032922230557285	0.08122095531000101	2.091069278347858	0.08910826699557184	0.17847467994580796	0.07528824870343259	2.3614847534346195	0.10318643124237536	0.128276713178608	0.06509391096146695	1.9656465960490028	0.06318280221714105	0.18626468373569166	0.08407345327044145	2.197364134247732	0.10219123046525021	0.09120329833451521	0.059405205620012884	1.5351271833292688	0.031798092714502325	0.09981688042776052	0.07001284962059945	1.4341456769477898	0.02980403080716107
5	0.18715859100295096	0.05144551172189235	3.641534187280974	0.1357130792810586	0.23903335530838335	0.07815840205395001	3.085271819846322	0.16087495325443335	0.1454309680579433	0.052886710159832595	2.755262245231905	0.09254425789811072	0.22673628259589482	0.07910345293626297	2.8701283587661726	0.14763282965963184	0.12284960577173012	0.05399209735000178	2.2760530908019674	0.06885750842172834	0.1421346940836828	0.06874198510505491	2.068648270059589	0.07339270897862787	0.049976129192649654	0.05827540001616703	0.8778543790338714	-0.008299270823517377	0.11049191061238861	0.08312817094173372	1.3332500794562807	0.02736373967065489	0.06962939625679557	0.0721709534048425	0.9670217337016253	-0.0025415571480469357	0.09728959119681785	0.09851949056260703	0.9872745092860433	-0.0012298993657891832	0.10778434724633906	0.07108056071598415	1.5146829751488162	0.036703786530354915	0.15133779367331343	0.11402870237672721	1.3271867265438417	0.037309091296586216	0.07569452251823561	0.0472800903256828	1.5984045215850837	0.02841443219255281	0.08369406440774965	0.09378624316822641	0.8848798791959278	-0.010092178760476758	0.07179560900904741	0.049899460386431435	1.430925815483893	0.021896148622615977	0.09842569718437547	0.0610467999212225	1.609504077450143	0.037378897263152966
6	0.11407691135866455	0.05572581051589113	2.052836081761464	0.058351100842773417	0.18010648638750565	0.07717224096547197	2.3458710787455517	0.10293424542203368	0.14560335358865792	0.062391314307216714	2.3617681224166147	0.0832120392814412	0.19902405511997312	0.07396594128111086	2.694282424242747	0.12505811383886226	0.04615448638584564	0.07257311429118404	0.6377188740724133	-0.0264186279053384	0.09826361684496493	0.06992061539539021	1.4043703691245994	0.028343001449574717	0.09629204447108371	0.07854407998453142	1.2279849344138394	0.01774796448655229	0.12641847247121443	0.07813391125515409	1.6184431007972735	0.04828456121606034	0.11753303688691823	0.07564629936887804	1.5568238292055665	0.04188673751804019	0.14649591900903358	0.06941533442009543	2.112535586374848	0.07708058458893816	0.1794951687841693	0.0641426793516661	2.8003618128294363	0.1153524894325032	0.23248661918253796	0.06709957876214855	3.4667154497751675	0.16538704042038943	0.03787853780689935	0.10007813877751282	0.376338868459407	-0.062199600970613465	0.11314728335273067	0.08983151659478869	1.2566061215281827	0.023315766757941975	0.02771466473467643	0.08101284617165055	0.34752024036770257	-0.053298181436974124	0.021215511764055176	0.08835771080331964	0.23939149104669918	-0.06714219903926447
7	0.4200578532048437	0.1249156026536656	3.362541982258655	0.2951422505511781	0.2509848273191334	0.06600223630109692	3.802521259646839	0.1849825910180365	0.41101936819645357	0.09453831276492311	4.3402446164160935	0.3164810554315305	0.28484340984091594	0.06857933436303701	4.167416168965122	0.21626407547787893	0.2243978027537512	0.06680771589879726	3.3622183984267084	0.15759008685495396	0.14765687313934145	0.06215226913836831	2.377724026050098	0.08550460400097314	0.2613867690601168	0.0825803775824504	3.169695224430961	0.17880639147766642	0.20474712246996724	0.0682302126478185	2.990831143000098	0.13651690982214873	0.4482019974691472	0.15397333004336083	2.907054992853609	0.29422866742578635	0.31360134588988225	0.09041056397852584	3.463894855565136	0.2231907819113564	0.2576422189505051	0.12178815493801547	2.125805959659255	0.13585406401248962	0.12778193765726162	0.08070179695389579	1.621538476381859	0.04708014070336583	0.2602742316531937	0.11811993025042708	2.200304262392404	0.1421543014027666	0.18461113087009884	0.09201061238699107	2.0089775965646193	0.09260051848310777	0.15139791142992864	0.103298584575376	1.4657844467762748	0.04809932685455265	0.11740719043838878	0.06784501038810434	1.7307296331865805	0.04956218005028444
8	0.07122165348918719	0.07612797892717149	0.9357003444833888	-0.004906325437984305	0.0714028148906238	0.10298951443389229	0.6941128952089965	-0.03158669954326848	0.10083409702062966	0.05619431703702195	1.8071907421718216	0.044639779983607714	0.0938440981983277	0.07487710700839356	1.2530157657218206	0.01896699118993414	0.11071547591216369	0.04942658400373383	2.2366060782243946	0.06128889190842986	0.13227160669010563	0.07293520481593985	1.8569144146875165	0.05933640187416578	0.030741789103422866	0.05358969706909701	0.5715057453010008	-0.022847907965674145	0.07944248396886866	0.07674893297028221	1.03645191727211	0.0026935509985864525	0.09932185151857005	0.09741890908529864	1.022512759084278	0.0019029424332714096	0.10454105697502528	0.09630047427053323	1.0850999344518095	0.008240582704492044	0.07859815977167635	0.05817309670409314	1.354139705022768	0.02042506306758321	0.11280031158974906	0.076416595408285	1.4770363838956508	0.03638371618146405	0.029911964496438986	0.059099295751515214	0.509567882193082	-0.029187331255076228	0.021242920101835885	0.08335672641942979	0.25432270471773105	-0.0621138063175939	0.1262797392007545	0.05433335354048167	2.3400132910089475	0.07194638566027284	0.19916790178927307	0.069126665462832	2.8814741611488355	0.13004123632644107
9	0.0765166116849107	0.0733479928616638	1.0514484562475084	0.0031686188232468993	0.10331154720768865	0.07269154176960274	1.4410493496503014	0.030620005438085907	0.0613978823370261	0.06545118575322398	0.9328805340178441	-0.004053303416197876	0.06344041739466663	0.08592628939950808	0.7407755309127015	-0.02248587200484145	0.08130055726541864	0.07793400811614586	0.9815720817327636	0.003366549149272785	0.06910068600359402	0.08017678000240665	0.8558711333397392	-0.011076093998812625	0.00837972208466934	0.07375808470211823	0.11215512140777009	-0.06537836261744889	0.021672454294991192	0.06770821644206876	0.3393041099709033	-0.046035762147077566	0.0405803744232983	0.07823183409749455	0.5240358740196649	-0.03765145967419625	0.05426513370673239	0.07961411843098185	0.6830998488792641	-0.025348984724249457	0.10730178615221342	0.0712470862181272	1.508296161888464	0.03605469993408622	0.16016802865242172	0.06601664960821821	2.482211011417686	0.09415137904420351	0.14438214056678234	0.07793850673054116	1.85673840326077	0.06644363383624118	0.16830670174221452	0.08184676900774385	2.0562397301216997	0.08645993273447067	0.09088997872693977	0.07735713497668631	1.1789409276958822	0.01353284375025346	0.101026134573308	0.08530255919536057	1.1811900375172104	0.015723575377947427
10	0.13675778693321006	0.08238788997743954	1.6716427383779804	0.05436989695577052	0.12475040017382177	0.06107871162380231	2.0449028530902407	0.06367168855001946	0.11929586725738364	0.09317140368270863	1.2789166418204234	0.026124463574675016	0.10973521015167555	0.08713758998413001	1.2582295317898753	0.022597620167545532	0.12216472393073063	0.15583381567534133	0.7839388529141186	-0.03366909174461069	0.048513529593297716	0.0797908211748209	0.60455860944167	-0.03127729158152319	0.037705808196698117	0.08200604501948464	0.4602614883620999	-0.04430023682278652	0.07720966976902702	0.08653307318744025	0.8918452545748503	-0.009323403418413229	0.17789789258342958	0.09319412538768315	1.9078346821726009	0.08470376719574643	0.16019565784654033	0.08005656540466552	1.9945443408644747	0.08013909244187481	0.23999376785235021	0.09234234310803607	2.606483042105348	0.14765142474431414	0.21314544412216968	0.07755395553697511	2.771298270997475	0.13559148858519457	0.2316154677616855	0.08315596077307705	2.7868305773657385	0.14845950698860846	0.2221986372592718	0.06601429296793127	3.3712628746524187	0.15618434429134054	0.08981696212544854	0.0957918579219385	0.9378197638481647	-0.005974895796489965	0.14226125736096779	0.08556888081324118	1.6613165277439028	0.0566923765477266
