fp	AmpSno1	AmpNno1	AmpSNRno1	AmpSmNno1	ItcSno1	ItcNno1	ItcSNRno1	ItcSmNno1	AmpSno2	AmpNno2	AmpSNRno2	AmpSmNno2	ItcSno2	ItcNno2	ItcSNRno2	ItcSmNno2	AmpSno3	AmpNno3	AmpSNRno3	AmpSmNno3	ItcSno3	ItcNno3	ItcSNRno3	ItcSmNno3	AmpSno4	AmpNno4	AmpSNRno4	AmpSmNno4	ItcSno4	ItcNno4	ItcSNRno4	ItcSmNno4	AmpSlo1	AmpNlo1	AmpSNRlo1	AmpSmNlo1	ItcSlo1	ItcNlo1	ItcSNRlo1	ItcSmNlo1	AmpSlo2	AmpNlo2	AmpSNRlo2	AmpSmNlo2	ItcSlo2	ItcNlo2	ItcSNRlo2	ItcSmNlo2	AmpSlo3	AmpNlo3	AmpSNRlo3	AmpSmNlo3	ItcSlo3	ItcNlo3	ItcSNRlo3	ItcSmNlo3	AmpSlo4	AmpNlo4	AmpSNRlo4	AmpSmNlo4	ItcSlo4	ItcNlo4	ItcSNRlo4	ItcSmNlo4	AmpShi1	AmpNhi1	AmpSNRhi1	AmpSmNhi1	ItcShi1	ItcNhi1	ItcSNRhi1	ItcSmNhi1	AmpShi2	AmpNhi2	AmpSNRhi2	AmpSmNhi2	ItcShi2	ItcNhi2	ItcSNRhi2	ItcSmNhi2	AmpShi3	AmpNhi3	AmpSNRhi3	AmpSmNhi3	ItcShi3	ItcNhi3	ItcSNRhi3	ItcSmNhi3	AmpShi4	AmpNhi4	AmpSNRhi4	AmpSmNhi4	ItcShi4	ItcNhi4	ItcSNRhi4	ItcSmNhi4	AmpSvh1	AmpNvh1	AmpSNRvh1	AmpSmNvh1	ItcSvh1	ItcNvh1	ItcSNRvh1	ItcSmNvh1	AmpSvh2	AmpNvh2	AmpSNRvh2	AmpSmNvh2	ItcSvh2	ItcNvh2	ItcSNRvh2	ItcSmNvh2	AmpSvh3	AmpNvh3	AmpSNRvh3	AmpSmNvh3	ItcSvh3	ItcNvh3	ItcSNRvh3	ItcSmNvh3	AmpSvh4	AmpNvh4	AmpSNRvh4	AmpSmNvh4	ItcSvh4	ItcNvh4	ItcSNRvh4	ItcSmNvh4
1	0.05390751624444935	0.059496952939666545	0.9108637918983823	-0.0055894366952171926	0.1275753918376237	0.07020304979359476	1.8097634509171363	0.05737234204402894	0.013091752910159259	0.062678065564408	0.20320355186554406	-0.04958631265424874	0.03694036598603753	0.07719504529457417	0.4817475760091421	-0.04025467930853664	0.07908823300142365	0.07097232000967174	1.114211889214205	0.008115912991751906	0.08282764860554431	0.07504125040210047	1.1079907182984974	0.007786398203443845	0.10803158691922946	0.0811456549220271	1.331680298843184	0.02688593199720235	0.11213785848265384	0.09038897901993212	1.2369872712082814	0.02174887946272172	0.057951324908299906	0.08146752402675314	0.7113768758430673	-0.023516199118453235	0.05387897511693063	0.0818858284378027	0.6560343448222123	-0.028006853320872077	0.11915841572030757	0.07574430056700888	1.5868731941800862	0.04341411515329868	0.1870568366381073	0.08856573418969038	2.110891800167285	0.09849110244841691	0.15167134867542692	0.08554493991269277	1.7739433367995852	0.06612640876273415	0.21782896092384593	0.09454262466559672	2.3110069246718563	0.12328633625824921	0.06162515929970647	0.07503813706121346	0.818686054411821	-0.013412977761506989	0.06460324307214796	0.06721930593380032	0.960450225043066	-0.002616062861652363	0.07937132435522318	0.08512791527276772	0.9346085076794488	-0.005756590917544546	0.06421193889084677	0.08517827156257579	0.7501297854125517	-0.020966332671729024	0.10781896857402279	0.08985500191210552	1.2004717120164043	0.01796396666191727	0.14077313282624465	0.07679107747643496	1.831883749052936	0.06398205534980969	0.037343867261209564	0.07373384320015469	0.5016247002369407	-0.03638997593894513	0.01063024884236886	0.07459267963675642	0.13695475489889136	-0.06396243079438756	0.036954796773662736	0.10258071865222834	0.36023529480832206	-0.06562592187856561	0.09046631643833009	0.10331329894361424	0.8783068657426149	-0.012846982505284155	0.10954992731504061	0.10339169552176632	1.0605837369498028	0.006158231793274294	0.1474107425587007	0.09713464886986828	1.5186100053737874	0.05027609368883243	0.1311320149631067	0.05983865692915577	2.1973025288791384	0.07129335803395093	0.12988420769185527	0.06441493300693274	2.0137306058904043	0.06546927468492253	0.05298419276383799	0.08048390202247438	0.6629742841832735	-0.027499709258636387	0.05684604489529485	0.08096774556991561	0.7007979051438102	-0.024121700674620758	0.10948462680174266	0.07797548810973773	1.4036157138595535	0.03150913869200493	0.14955708894463376	0.08988792554027147	1.6612580167755246	0.05966916340436229
2	0.11033358162731152	0.07948486137306263	1.374000259817786	0.030848720254248896	0.14956037298438946	0.08460472044836781	1.7566321901620667	0.06495565253602165	0.09613092548761845	0.07857329596241452	1.2227850651904606	0.017557629525203927	0.08266353310735158	0.07069711989661648	1.1687543704755639	0.011966413210735105	0.06658123536729693	0.07816094101666558	0.847049521388398	-0.011579705649368652	0.05010389536551138	0.07460727334628622	0.6730630996715449	-0.024503377980774843	0.03642149276407646	0.06502823914394205	0.551651988174578	-0.028606746379865593	0.03374769233445429	0.07403266991123768	0.4567877516364972	-0.040284977576783385	0.10600653298613226	0.10432701525814994	1.0167071074157032	0.0016795177279823187	0.061901547949673286	0.10092459789411792	0.624132915914665	-0.03902304994444464	0.14795846695071574	0.07916055385303108	1.8714972097584512	0.06879791309768465	0.11529245910993435	0.07782291177691897	1.4768743860422264	0.037469547333015385	0.057628121568013405	0.08859649242436449	0.6511338221651634	-0.030968370856351082	0.03122669601885164	0.07854521740085271	0.41889898372731327	-0.04731852138200107	0.05830142831432321	0.08412459652421983	0.687485130551269	-0.02582316820989662	0.04581692757763123	0.08019554796651152	0.5746249910450403	-0.03437862038888029	0.051639720363927305	0.08688123901007005	0.5914329601907036	-0.03524151864614275	0.05942886441791592	0.061265135517286476	0.9292994362452157	-0.0018362710993705539	0.04065704448464953	0.0981263526430727	0.4236000148767978	-0.057469308158423174	0.0636587296050773	0.08624942882045866	0.721796089763495	-0.022590699215381357	0.10737368272437478	0.10947337662388482	0.9777579843540427	-0.0020996938995100356	0.10240846174394842	0.0890985916671437	1.145976559160976	0.013309870076804717	0.07028459769411952	0.10765788591929143	0.6524120655398201	-0.03737328822517191	0.055678217459358074	0.08037961274025568	0.699227593817956	-0.024701395280897605	0.04509669040904209	0.09342784762202666	0.4876472491210221	-0.048331157212984574	0.045366592605195086	0.07341353926217338	0.6234308324501467	-0.028046946656978294	0.1556431982747886	0.07306606135497788	2.106453065742369	0.08257713691981071	0.11063226301042692	0.07968417352949692	1.3883771124162096	0.030948089480930002	0.10683522486894965	0.09845185758877054	1.0843776908746405	0.008383367280179119	0.10525386405732548	0.08636344704006735	1.2151281354399015	0.018890417017258132	0.03465218004434984	0.10672060235960112	0.3248710410469404	-0.07206842231525129	0.07159627779406147	0.08863506791577691	0.8091160747919326	-0.01703879012171544
3	0.06298431911149567	0.08712718004582753	0.7184549082801448	-0.024142860934331864	0.06722049196913953	0.09529838073453416	0.6976391018496313	-0.028077888765394632	0.10915892124027074	0.0688410040139253	1.5833777334536607	0.04031791722634544	0.18286247645200765	0.07199133658302309	2.533862281911012	0.11087113986898456	0.14173026809384692	0.07848828962262262	1.8101588018061117	0.0632419784712243	0.1526450593500897	0.07868460441243282	1.939753255734253	0.07396045493765689	0.018642767286440168	0.09654316909175228	0.1860255787055745	-0.07790040180531212	0.05351936154278385	0.09258664614929764	0.5701189210532097	-0.03906728460651379	0.16193913368737356	0.08730645512618793	1.8544007391155453	0.07463267856118563	0.19737523981331362	0.08056753357634909	2.465927984714246	0.11680770623696453	0.02658708252335225	0.0853318786601863	0.29705946938406147	-0.058744796136834046	0.0584057288287425	0.0824221908820611	0.7113775900257336	-0.024016462053318595	0.08044741398899564	0.10123134920688265	0.8007937170148913	-0.020783935217887003	0.06857663437384587	0.10133239422587378	0.6766593647517055	-0.032755759852027916	0.05432821393434953	0.09239072846323639	0.5928814060971448	-0.03806251452888686	0.062184273273406476	0.09589294142005783	0.6487101723315286	-0.033708668146651355	0.06637873524788258	0.07824810416922964	0.8398518629959877	-0.01186936892134706	0.09092762762669712	0.08199629153969973	1.1062226359472822	0.008931336086997393	0.05496455703039611	0.09424508802964535	0.5828185598686013	-0.03928053099924923	0.07228235974620933	0.09629468395283858	0.7513045087976586	-0.024012324206629243	0.05872800802178327	0.08310676344526091	0.7053127380285258	-0.024378755423477644	0.08283031777021563	0.08287574236640419	0.9824647633808218	-4.5424596188559097e-05	0.042962621750627386	0.07832739081011406	0.5523444853864247	-0.03536476905948667	0.07745652017375923	0.07967282716457882	0.9722999481584993	-0.0022163069908195943	0.09224715834562927	0.07174865074607065	1.2747894942015132	0.020498507599558624	0.10249258061012931	0.06779115530654103	1.518564498122318	0.034701425303588274	0.08451720934230372	0.07541346714579843	1.1190337873528318	0.009103742196505296	0.10507589000688959	0.07904988955788067	1.3288345721060852	0.02602600044900892	0.08078986818746488	0.07000998245754773	1.1497975829757765	0.010779885729917144	0.11037698521883174	0.078766576879783	1.3962158769791317	0.03161040833904874	0.05777972430811608	0.07699116352314231	0.7541245881220309	-0.01921143921502623	0.09946179035679746	0.07639017782135993	1.3214932196389138	0.023071612535437533
4	0.018506011904224528	0.11822366377182669	0.15553460912076897	-0.09971765186760216	0.056325568906788345	0.08100651289090294	0.6958135577614755	-0.024680943984114592	0.20042419246536913	0.07851743489250157	2.5541455598118867	0.12190675757286756	0.14265728399002356	0.06776144064965581	2.099855496153911	0.07489584334036775	0.17035743125251732	0.0844734637896204	2.0165945766350557	0.08588396746289692	0.21259334501604835	0.08683230783541578	2.461095306599766	0.12576103718063258	0.13857183065530848	0.10445660089828265	1.326755625069466	0.03411522975702583	0.181460643804827	0.09384376261742933	1.935517806562517	0.08761688118739766	0.2324198393664173	0.08299169792760842	2.8011261463348567	0.1494281414388089	0.20944920364652447	0.07420883879261365	2.844826009279738	0.13524036485391083	0.11153976736721768	0.10602857514317003	1.0522244166905281	0.0055111922240476535	0.09562682153352241	0.07174821494495935	1.3340465294192834	0.023878606588563056	0.20832936599961366	0.07983155749239493	2.609018418935459	0.12849780850721873	0.15442439291057442	0.0812014017147063	1.8861107786681304	0.07322299119586811	0.19834223724290642	0.06932491741462696	2.8612998534209826	0.12901731982827946	0.1754107805356717	0.08334940733453525	2.1063399792957544	0.09206137320113644	0.36033293293701485	0.09023888631834018	4.000333451583689	0.27009404661867464	0.27427459165200985	0.0748291079660782	3.666845094992615	0.19944548368593165	0.2014203737266416	0.09127826632272651	2.205413914371987	0.11014210740391508	0.1684894337311963	0.08016298517114466	2.1150825999938756	0.08832644856005163	0.06340188706303346	0.08084357766849729	0.7810352283164516	-0.017441690605463828	0.05939261135302486	0.0771731093195187	0.7666047951442181	-0.01778049796649385	0.14060124243476274	0.10734640923793959	1.3112224871467868	0.03325483319682315	0.11934383391427208	0.09076348780794585	1.315560418460572	0.028580346106326232	0.05925172186486084	0.09334069599908953	0.6358426134638504	-0.03408897413422869	0.07091225595491477	0.0602200201246117	1.1841690035413268	0.010692235830303064	0.3199905491961933	0.09381981082475005	3.4098172835223113	0.22617073837144325	0.3094395471157639	0.07193443687387764	4.32357640701736	0.23750511024188625	0.05069644054351288	0.10481185712217571	0.4837557945814805	-0.054115416578662826	0.049228071087522356	0.08030408060531033	0.6230278217102297	-0.031076009517787974	0.20068946832727141	0.09216294971856848	2.181483336204095	0.10852651860870294	0.2053625417425632	0.08719510401978761	2.353985916662553	0.11816743772277558
5	0.051351348734666256	0.09082873226438623	0.5640605759221025	-0.039477383529719974	0.06767838782219056	0.07845401119905676	0.8631468283803889	-0.010775623376866203	0.12364813975046582	0.10196189349722432	1.2121295423703407	0.021686246253241503	0.07373900466491096	0.08188032965691262	0.9007763061108889	-0.008141324992001667	0.05164725772344693	0.12391407194700191	0.4165264914476551	-0.07226681422355498	0.0123718771387657	0.08039502389294453	0.15409061911318978	-0.06802314675417884	0.04447516478235268	0.0809022433249098	0.5481336428840267	-0.036427078542557126	0.05356709789560468	0.06991659418969487	0.764601158353436	-0.016349496294090188	0.08207511704192937	0.0800662792875878	1.0689739133298295	0.002008837754341561	0.1067120936030706	0.06830685563949385	1.56580160235832	0.038405237963576755	0.12075426349699597	0.08438861597596084	1.4303894288439896	0.03636564752103513	0.06528755178381379	0.08288955426605754	0.786919304816912	-0.01760200248224375	0.11196617646105982	0.09426003467795852	1.2258431179307008	0.0177061417831013	0.12820771561153071	0.07623592769306076	1.6907376270349386	0.05197178791846996	0.08680367900538506	0.1048821843142334	0.8302134757698159	-0.018078505308848344	0.100349796405004	0.10118741454049734	1.034716273173027	-0.000837618135493351	0.10472593896014477	0.09196649754961558	1.1364774686539536	0.01275944141052919	0.11452610203030873	0.08753719238141945	1.3094865499687507	0.02698890964888928	0.20738183601703644	0.08201332096065918	2.523154624295231	0.12536851505637725	0.15739178022271777	0.07607565797885082	2.0648579713907114	0.08131612224386695	0.11678647097227955	0.09122846545496019	1.3031160553304906	0.025558005517319363	0.07399645246633213	0.08287742867354586	0.9049793244762727	-0.008880976207213731	0.09835139551513945	0.08627043278042545	1.1466250701242675	0.012080962734713999	0.13542304802991498	0.08011610319929355	1.6996133866070073	0.05530694483062143	0.09274882706462284	0.09103932196788872	1.0440301877581217	0.0017095050967341208	0.08335219958820875	0.07125482525099897	1.2333810861499668	0.012097374337209782	0.13595921975488112	0.08203420779563128	1.6572741142027037	0.05392501195924984	0.13989397766672168	0.08210261038551345	1.7021427744076731	0.057791367281208234	0.11165661799823395	0.08901648118721497	1.3065098893809226	0.02264013681101898	0.1070546831157698	0.07459628082614995	1.4653851510966602	0.03245840228961984	0.00869162265394682	0.07781557032830007	0.11008279667703405	-0.06912394767435324	0.037229660891603074	0.07196587633864399	0.5176466980790652	-0.03473621544704091
6	0.10732155522922512	0.12065930140526746	0.8554449248235052	-0.013337746176042331	0.07645315063578231	0.08576491098963551	0.8890951347439917	-0.009311760353853199	0.09911832665645415	0.1207415729300679	0.8166515848991819	-0.021623246273613755	0.08176322384736565	0.06797059464511382	1.1883889332863244	0.013792629202251827	0.0708795891498136	0.09347276588982337	0.7641684480064559	-0.02259317674000977	0.10550538701052906	0.07575337525593881	1.3622521097877331	0.029752011754590246	0.14282946766033983	0.08920956564137018	1.6246337546318927	0.05361990201896964	0.10896288903561724	0.07642951988109814	1.4227904538041751	0.0325333691545191	0.21729142613361796	0.09751295897562018	2.229316389296714	0.11977846715799778	0.22696856359850848	0.08608011430955148	2.637493250475682	0.140888449288957	0.15133152021029972	0.0720367430672525	2.0949836660868053	0.07929477714304722	0.17305092068144495	0.07092571172902874	2.438981258229412	0.10212520895241621	0.14017269946209665	0.0795767126622553	1.7403841252284074	0.06059598679984135	0.09325432074974305	0.06928036077837604	1.3243646499035968	0.023973959971367004	0.0998915994086983	0.08039670561407027	1.241036029213836	0.01949489379462803	0.12496073051832227	0.07345920759407239	1.7019743692685023	0.05150152292424988	0.10662026654194971	0.12713194061178645	0.8410714209884336	-0.02051167406983674	0.11187949334607863	0.11119746382300756	1.0028796200557146	0.0006820295230710732	0.2665604088207792	0.12518642705119487	2.129428844720109	0.14137398176958432	0.21526287436883046	0.09023453332139561	2.4051969879782353	0.12502834104743485	0.27198759303681846	0.0837873260409236	3.250160828944944	0.18820026699589487	0.2955914308772325	0.07113172855846633	4.18006399672941	0.22445970231876616	0.19174182354903818	0.12685474791475176	1.5112438861903579	0.06488707563428642	0.19804281332990611	0.10422189110511218	1.9015886038626224	0.09382092222479393	0.20838518896381752	0.09527932841578007	2.1965847087429147	0.11310586054803745	0.16290798618717406	0.0783169005239916	2.082679387923448	0.08459108566318246	0.24198891224878225	0.10823642027656873	2.235655180604865	0.1337524919722135	0.07607240686384384	0.07660321314632129	0.988645264003202	-0.0005308062824774529	0.13995961481144098	0.09436029968748726	1.4872433971426524	0.045599315123953724	0.13060664095348445	0.07821683555194275	1.6755854499463119	0.0523898054015417	0.21254445064311625	0.10233285692663349	2.0771162814622097	0.11021159371648276	0.1686712981058276	0.07565079959767342	2.2406318009064834	0.09302049850815418
7	0.12334422590555119	0.09737520434212735	1.2686217174028973	0.025969021563423844	0.1752467522536492	0.06478174441804208	2.7064915324179832	0.11046500783560712	0.03423887751302367	0.10908476316507035	0.31392188701269086	-0.07484588565204667	0.05346682295720369	0.06485586320614639	0.8199543238784379	-0.011389040248942703	0.027499260866040067	0.08647228786843983	0.3174319138420638	-0.05897302700239976	0.049335183475353636	0.08625227647139724	0.5723373266076188	-0.03691709299604361	0.03953481330309065	0.0865355106334308	0.459741914691156	-0.04700069733034015	0.08157040990996978	0.06644109411480058	1.2301047691563498	0.015129315795169199	0.1305883499146204	0.14241554424330408	0.9181465219867286	-0.011827194328683677	0.11559184112417974	0.10383503422288445	1.1132682025727094	0.011756806901295283	0.05746797851327566	0.09265841100171036	0.6209689176390225	-0.0351904324884347	0.0702366918313315	0.07741827700073155	0.9094263774260897	-0.007181585169400054	0.045582990952595964	0.06816452237146436	0.6640029215651408	-0.0225815314188684	0.04524907853871767	0.05465051785142985	0.8251126609123329	-0.00940143931271218	0.08183934240773055	0.10342379296991686	0.7909782269523417	-0.021584450562186303	0.04117915500375742	0.07544501963356122	0.541024525292359	-0.0342658646298038	0.13578544139625123	0.09446395978120381	1.4347068883259029	0.04132148161504742	0.16468348831018756	0.07135522455294854	2.302983677899314	0.09332826375723902	0.060363738808939305	0.0923955802610833	0.6528150989632325	-0.032031841452143994	0.04150202066057805	0.08385771584496542	0.49445013987057435	-0.042355695184387365	0.10887925463813924	0.0886350669486444	1.2249901224967246	0.020244187689494847	0.04388181525488618	0.06331254417668714	0.6932316206615616	-0.019430728921800956	0.05431885584582116	0.0897288651426022	0.6058454366414745	-0.035410009296781036	0.07307185892590286	0.05480639137265422	1.3272955323420417	0.018265467553248635	0.12423618977573214	0.11452768458207238	1.0845560471509557	0.009708505193659761	0.07752564466916961	0.11571270951493828	0.6702008377953881	-0.03818706484576867	0.013703809055200156	0.08940755679043508	0.15308974521170202	-0.07570374773523492	0.017915159302129575	0.07369359730672331	0.24307676528201067	-0.05577843800459374	0.12246689658191909	0.0886093862030836	1.3801654832366952	0.033857510378835484	0.15825910528314108	0.061558376079694804	2.5958868842031757	0.09670072920344627	0.18466894779418216	0.14927670973399798	1.2377066016044633	0.035392238060184184	0.156779768904941	0.0962024371492209	1.6296875304582095	0.060577331755720096
8	0.22839478262377783	0.06126453942954582	3.7385673686594316	0.167130243194232	0.3170949067910793	0.08088645302526098	3.931535036221258	0.23620845376581834	0.12815107965735112	0.06706023447322892	1.910722218990962	0.061090845184122194	0.18893301686840408	0.0792027061087858	2.385138511080118	0.10973031075961828	0.23935359617889979	0.08865551719024753	2.7000481059144406	0.15069807898865226	0.3150244686309457	0.0771210312543805	4.093847085920592	0.2379034373765652	0.1712044316563835	0.07028023680055931	2.4353887470839117	0.10092419485582418	0.2626854007474535	0.07340671888599357	3.578405413540743	0.18927868186145994	0.17346075958142607	0.06653208792765855	2.6063027535316996	0.10692867165376752	0.1747094378783425	0.07102724981591738	2.4619475260709094	0.10368218806242513	0.10554305982938761	0.07897566502300582	1.3359254927081734	0.02656739480638179	0.11542799398264053	0.07244816865427434	1.5968232124681259	0.042979825328366195	0.1378063392641653	0.08230718127710998	1.6728355504163694	0.05549915798705532	0.1740592709390141	0.07484358516051581	2.325466430092952	0.09921568577849829	0.17698107869363627	0.0789676169056226	2.2455697295717494	0.09801346178801368	0.1841563861150065	0.0776846964335712	2.372259568693334	0.1064716896814353	0.21810660135809296	0.06217762326514535	3.508236734744255	0.1559289780929476	0.28480641329214645	0.0686056076826291	4.15023378270028	0.21620080560951735	0.23280507134948955	0.06060593586410992	3.837625356114227	0.17219913548537963	0.29101736537504164	0.06668795188506577	4.413644392021231	0.22432941348997587	0.16457229877501683	0.07689372425518232	2.1388908258030037	0.08767857451983452	0.18961222238942643	0.07327094122528416	2.5894349267846795	0.11634128116414227	0.10216144624858803	0.07499558841674578	1.3596752525030178	0.02716585783184225	0.13887848750540688	0.0692557301777634	2.005359442979125	0.06962275732764348	0.12677693044216748	0.0648497895461472	1.9549976089704824	0.06192714089602028	0.16281704210505094	0.07206297963743447	2.265181842467257	0.09075406246761647	0.06751375303611667	0.06322544286718106	1.069678077665292	0.004288310168935619	0.11960294941102037	0.07871179434125025	1.5313331669601105	0.04089115506977012	0.06189303635428295	0.06721544191376325	0.9204013648962768	-0.005322405559480298	0.05356776483194508	0.069757051128984	0.7594571991440475	-0.016189286297038925	0.04406659053108917	0.07177261471085385	0.6115264983799846	-0.027706024179764678	0.05485479407627755	0.0777125918576173	0.714402076946453	-0.022857797781339742
9	0.17518813942850547	0.059177157191493246	2.961424500964839	0.11601098223701223	0.24915728283280483	0.07278264033689555	3.4182664771382507	0.17637464249590928	0.026490854005944142	0.06111724364390796	0.4273793301531885	-0.03462638963796382	0.051895502568820924	0.07418838955576382	0.6926773703579432	-0.022292886986942893	0.06108539164364195	0.06897065584712625	0.8867549050160963	-0.007885264203484302	0.08012791019981226	0.0762303587149202	1.0505228106049196	0.003897551484892056	0.10196179702131977	0.06045595352329627	1.68663560223666	0.041505843498023505	0.1258672402204285	0.08374914739150413	1.5068118709001461	0.04211809282892437	0.051096889892621025	0.055180192438413544	0.9287685800485957	-0.004083302545792519	0.06737087266825041	0.07216229698525478	0.9583947048332948	-0.00479142431700437	0.08416010803589713	0.0594999027081112	1.414542159229744	0.024660205327785928	0.12718843171499272	0.08148402666979926	1.5643040778760533	0.045704405045193464	0.07823068157294522	0.0552161676435084	1.4151679728726525	0.023014513929436813	0.12078496243992733	0.06676729781027357	1.8514857274428262	0.05401766462965375	0.11389168061023422	0.0697022117338881	1.635150695308185	0.044189468876346116	0.12066062017286024	0.07848868791534516	1.5344881093221174	0.042171932257515074	0.14672059114223712	0.057320029381557246	2.5594459155878466	0.08940056176067987	0.13247765264802466	0.05550234681368195	2.3764267693543117	0.07697530583434271	0.02349370455768115	0.06291713136613603	0.3683497674485781	-0.03942342680845488	0.0373289051454749	0.07543352668876387	0.5168001479579202	-0.03810462154328897	0.14404074316879928	0.059535458150073245	2.4219003123506404	0.08450528501872603	0.13419331741709856	0.0694080657587042	1.9335887799355866	0.06478525165839435	0.03504472555900373	0.07504731248201504	0.4682392515833126	-0.04000258692301131	0.033904271313245714	0.08261939848718075	0.4094019544820757	-0.04871512717393504	0.08951417758053815	0.07997334099041266	1.1203669821398339	0.009540836590125487	0.10630286265606212	0.07701325498583844	1.3680324909441957	0.029289607670223677	0.02017250319675342	0.05413339992536883	0.37162910755512957	-0.03396089672861541	0.0442430218416673	0.06853113156142393	0.6543170282709595	-0.02428810971975663	0.04924768641553828	0.0813036400363392	0.6093666887406548	-0.03205595362080092	0.0647325251706059	0.09629229289033693	0.673397339071039	-0.03155976771973103	0.009688973287816443	0.07613052631192666	0.13000601492588185	-0.06644155302411021	0.048354894275529546	0.07932406199504738	0.607314220690739	-0.030969167719517833
10	0.060282000573002814	0.053486554087845084	1.1301325245109433	0.00679544648515773	0.1084175308204694	0.07837111941797523	1.385143547455494	0.030046411402494172	0.07768900596419254	0.06693018480496478	1.1696230502592555	0.010758821159227758	0.14976406405518944	0.08136222209440597	1.8464013996146003	0.06840184196078347	0.07274884872836304	0.05946044349591987	1.2213904950012817	0.013288405232443172	0.09419083162646993	0.08269523657446325	1.1389855590199434	0.011495595052006688	0.047291132375555975	0.08664187432368516	0.5458169733644218	-0.03935074194812918	0.04135344432254771	0.07553083722898941	0.5509845171137517	-0.03417739290644171	0.1106075479113167	0.06655210835291474	1.656292810377037	0.044055439558401965	0.1421965706821138	0.08121514293929047	1.7529862996017913	0.060981427742823335	0.031977006127311774	0.06679674581220563	0.4735705227573599	-0.03481973968489385	0.08003233770295572	0.0847868594997094	0.9542969676966616	-0.0047545217967536885	0.11547698962740684	0.06145520893887117	1.8851969447710295	0.054021780688535664	0.15827684025606464	0.07305435720973705	2.1671007375503626	0.0852224830463276	0.028508745802307014	0.07762718599237212	0.3657204514775124	-0.0491184401900651	0.10391047971967463	0.09084349188947813	1.1472300244243008	0.013066987830196497	0.025896413109954018	0.06101074395248675	0.4216828619724348	-0.03511433084253273	0.02021152713606271	0.09147614381397266	0.20716369694542341	-0.07126461667790995	0.10071155444331917	0.05772773351754745	1.7451640631012242	0.042983820925771715	0.12326443557242014	0.07938988799890262	1.5531647927802457	0.043874547573517525	0.056816916925157876	0.0729770565136972	0.7789732924493277	-0.01616013958853932	0.11238373524825848	0.09256416271396252	1.2145150596885403	0.019819572534295962	0.07670612974458904	0.07364379673722256	1.0528577150106562	0.003062333007366483	0.11305753552409524	0.08046934892904199	1.4034871582879291	0.03258818659505325	0.08827701713343158	0.05548646591357263	1.5897640400535602	0.03279055121985895	0.09456706842786969	0.07346260807561622	1.3052172326036686	0.021104460352253468	0.08114972226966949	0.07155099183854234	1.1333161011205273	0.009598730431127148	0.06518324148211249	0.08183921343257333	0.7966441746912178	-0.01665597195046084	0.02315374317364972	0.06375890206309208	0.36711398050501554	-0.040605158889442355	0.02369338491893209	0.08450736293040015	0.2811689799391972	-0.06081397801146805	0.04809626444371818	0.055150860535964866	0.8571555825287474	-0.007054596092246686	0.04088328209244609	0.06639213260043236	0.6140832941511986	-0.02550885050798627
